单据日期,时,门店编号,门店名称,销售笔数,总数量,总金额,客单数,客单价,件单价,节假日,星期
43122,13,1EZZ1S0551,森马郑州德化步行街粤海店,11,23,5122,2.1,466,223,工作日,1
43122,14,1EZZ1S0551,森马郑州德化步行街粤海店,16,34,9041,2.1,565,266,工作日,1
43122,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,38,7036,2.4,440,185,工作日,1
43122,16,1EZZ1S0551,森马郑州德化步行街粤海店,14,25,5564,1.8,397,223,工作日,1
43122,17,1EZZ1S0551,森马郑州德化步行街粤海店,19,47,11736,2.5,618,250,工作日,1
43122,18,1EZZ1S0551,森马郑州德化步行街粤海店,12,40,9408,3.3,784,235,工作日,1
43122,19,1EZZ1S0551,森马郑州德化步行街粤海店,14,29,6844,2.1,489,236,工作日,1
43122,20,1EZZ1S0551,森马郑州德化步行街粤海店,7,14,4357,2,622,311,工作日,1
43122,21,1EZZ1S0551,森马郑州德化步行街粤海店,4,10,2263,2.5,566,226,工作日,1
43122,22,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,434,2,434,217,工作日,1
43123,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,515,2,515,258,工作日,2
43123,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1057,2,529,264,工作日,2
43123,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,13,3314,2.2,552,255,工作日,2
43123,12,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,4464,2.3,558,248,工作日,2
43123,13,1EZZ1S0551,森马郑州德化步行街粤海店,18,41,11027,2.3,613,269,工作日,2
43123,14,1EZZ1S0551,森马郑州德化步行街粤海店,21,47,11823,2.2,563,252,工作日,2
43123,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,27,6756,1.7,422,250,工作日,2
43123,16,1EZZ1S0551,森马郑州德化步行街粤海店,16,35,8569,2.2,536,245,工作日,2
43123,17,1EZZ1S0551,森马郑州德化步行街粤海店,16,34,7866,2.1,492,231,工作日,2
43123,18,1EZZ1S0551,森马郑州德化步行街粤海店,13,25,4757,1.9,366,190,工作日,2
43123,19,1EZZ1S0551,森马郑州德化步行街粤海店,10,21,3877,2.1,388,185,工作日,2
43123,20,1EZZ1S0551,森马郑州德化步行街粤海店,15,36,10488,2.4,699,291,工作日,2
43123,21,1EZZ1S0551,森马郑州德化步行街粤海店,9,18,4195,2,466,233,工作日,2
43123,22,1EZZ1S0551,森马郑州德化步行街粤海店,5,10,1548,2,310,155,工作日,2
43124,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,420,2,420,210,工作日,3
43124,10,1EZZ1S0551,森马郑州德化步行街粤海店,6,11,2673,1.8,446,243,工作日,3
43124,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,13,2709,1.6,339,208,工作日,3
43124,12,1EZZ1S0551,森马郑州德化步行街粤海店,12,25,5587,2.1,466,223,工作日,3
43124,13,1EZZ1S0551,森马郑州德化步行街粤海店,3,7,1559,2.3,520,223,工作日,3
43124,14,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,7449,2.5,573,233,工作日,3
43124,15,1EZZ1S0551,森马郑州德化步行街粤海店,13,24,5944,1.9,457,248,工作日,3
43124,16,1EZZ1S0551,森马郑州德化步行街粤海店,22,51,11684,2.3,531,229,工作日,3
43124,17,1EZZ1S0551,森马郑州德化步行街粤海店,17,36,9541,2.1,561,265,工作日,3
43124,18,1EZZ1S0551,森马郑州德化步行街粤海店,12,24,5911,2,493,246,工作日,3
43124,19,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,8386,2.5,645,262,工作日,3
43124,20,1EZZ1S0551,森马郑州德化步行街粤海店,12,31,7530,2.6,628,243,工作日,3
43124,21,1EZZ1S0551,森马郑州德化步行街粤海店,8,19,4950,2.4,619,261,工作日,3
43124,22,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,718,3,718,239,工作日,3
43125,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,9,2316,3,772,257,工作日,4
43125,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,20,5004,2.5,626,250,工作日,4
43125,12,1EZZ1S0551,森马郑州德化步行街粤海店,10,26,6118,2.6,612,235,工作日,4
43125,13,1EZZ1S0551,森马郑州德化步行街粤海店,14,27,5721,1.9,409,212,工作日,4
43125,14,1EZZ1S0551,森马郑州德化步行街粤海店,15,41,8769,2.7,585,214,工作日,4
43125,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,40,8739,2.5,546,218,工作日,4
43125,16,1EZZ1S0551,森马郑州德化步行街粤海店,21,45,11883,2.1,566,264,工作日,4
43125,17,1EZZ1S0551,森马郑州德化步行街粤海店,25,63,14614,2.5,585,232,工作日,4
43125,18,1EZZ1S0551,森马郑州德化步行街粤海店,18,49,10588,2.7,588,216,工作日,4
43125,19,1EZZ1S0551,森马郑州德化步行街粤海店,14,31,9261,2.2,662,299,工作日,4
43125,20,1EZZ1S0551,森马郑州德化步行街粤海店,11,35,6352,3.2,577,181,工作日,4
43125,21,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,3432,2.3,429,191,工作日,4
43126,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,339,2,339,170,工作日,5
43126,10,1EZZ1S0551,森马郑州德化步行街粤海店,6,18,4135,3,689,230,工作日,5
43126,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,1062,2,354,177,工作日,5
43126,12,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,4707,2.1,523,248,工作日,5
43126,13,1EZZ1S0551,森马郑州德化步行街粤海店,7,15,4705,2.1,672,314,工作日,5
43126,14,1EZZ1S0551,森马郑州德化步行街粤海店,12,31,7375,2.6,615,238,工作日,5
43126,15,1EZZ1S0551,森马郑州德化步行街粤海店,15,43,10978,2.9,732,255,工作日,5
43126,16,1EZZ1S0551,森马郑州德化步行街粤海店,16,38,8855,2.4,553,233,工作日,5
43126,17,1EZZ1S0551,森马郑州德化步行街粤海店,13,25,6598,1.9,508,264,工作日,5
43126,18,1EZZ1S0551,森马郑州德化步行街粤海店,18,35,8019,1.9,446,229,工作日,5
43126,19,1EZZ1S0551,森马郑州德化步行街粤海店,14,28,7780,2,556,278,工作日,5
43126,20,1EZZ1S0551,森马郑州德化步行街粤海店,14,31,7610,2.2,544,245,工作日,5
43126,21,1EZZ1S0551,森马郑州德化步行街粤海店,11,24,7039,2.2,640,293,工作日,5
43126,22,1EZZ1S0551,森马郑州德化步行街粤海店,5,11,1650,2.2,330,150,工作日,5
43127,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,11,1476,5.5,738,134,周末,6
43127,11,1EZZ1S0551,森马郑州德化步行街粤海店,14,33,7283,2.4,520,221,周末,6
43127,12,1EZZ1S0551,森马郑州德化步行街粤海店,12,35,9957,2.9,830,284,周末,6
43127,13,1EZZ1S0551,森马郑州德化步行街粤海店,18,41,8708,2.3,484,212,周末,6
43127,14,1EZZ1S0551,森马郑州德化步行街粤海店,24,47,12713,2,530,270,周末,6
43127,15,1EZZ1S0551,森马郑州德化步行街粤海店,28,69,18289,2.5,653,265,周末,6
43127,16,1EZZ1S0551,森马郑州德化步行街粤海店,31,68,16565,2.2,534,244,周末,6
43127,17,1EZZ1S0551,森马郑州德化步行街粤海店,38,69,15390,1.8,405,223,周末,6
43127,18,1EZZ1S0551,森马郑州德化步行街粤海店,30,62,15917,2.1,531,257,周末,6
43127,19,1EZZ1S0551,森马郑州德化步行街粤海店,21,48,11284,2.3,537,235,周末,6
43127,20,1EZZ1S0551,森马郑州德化步行街粤海店,18,40,9649,2.2,536,241,周末,6
43127,21,1EZZ1S0551,森马郑州德化步行街粤海店,12,29,6491,2.4,541,224,周末,6
43127,22,1EZZ1S0551,森马郑州德化步行街粤海店,4,6,1196,1.5,299,199,周末,6
43128,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,976,2,488,244,周末,7
43128,10,1EZZ1S0551,森马郑州德化步行街粤海店,13,24,5114,1.9,393,213,周末,7
43128,11,1EZZ1S0551,森马郑州德化步行街粤海店,11,24,5325,2.2,484,222,周末,7
43128,12,1EZZ1S0551,森马郑州德化步行街粤海店,27,60,14556,2.2,539,243,周末,7
43128,13,1EZZ1S0551,森马郑州德化步行街粤海店,28,55,13000,2,464,236,周末,7
43128,14,1EZZ1S0551,森马郑州德化步行街粤海店,46,87,22717,1.9,494,261,周末,7
43128,15,1EZZ1S0551,森马郑州德化步行街粤海店,43,86,22559,2,525,262,周末,7
43128,16,1EZZ1S0551,森马郑州德化步行街粤海店,62,123,31290,2,505,254,周末,7
43128,17,1EZZ1S0551,森马郑州德化步行街粤海店,52,100,26603,1.9,512,266,周末,7
43128,18,1EZZ1S0551,森马郑州德化步行街粤海店,36,77,22308,2.1,620,290,周末,7
43128,19,1EZZ1S0551,森马郑州德化步行街粤海店,25,54,13782,2.2,551,255,周末,7
43128,20,1EZZ1S0551,森马郑州德化步行街粤海店,15,30,7505,2,500,250,周末,7
43128,21,1EZZ1S0551,森马郑州德化步行街粤海店,10,23,4697,2.3,470,204,周末,7
43128,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,15,2896,1.9,362,193,周末,7
43129,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,203,2,203,102,工作日,1
43129,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,12,2842,2.4,568,237,工作日,1
43129,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,16,3800,2,475,238,工作日,1
43129,12,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,4160,2.2,416,189,工作日,1
43129,13,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,4458,2.3,495,212,工作日,1
43129,14,1EZZ1S0551,森马郑州德化步行街粤海店,12,25,6276,2.1,523,251,工作日,1
43129,15,1EZZ1S0551,森马郑州德化步行街粤海店,18,35,8167,1.9,454,233,工作日,1
43129,16,1EZZ1S0551,森马郑州德化步行街粤海店,24,53,12645,2.2,527,239,工作日,1
43129,17,1EZZ1S0551,森马郑州德化步行街粤海店,23,50,10606,2.2,461,212,工作日,1
43129,18,1EZZ1S0551,森马郑州德化步行街粤海店,13,28,7401,2.2,569,264,工作日,1
43129,19,1EZZ1S0551,森马郑州德化步行街粤海店,17,35,9616,2.1,566,275,工作日,1
43129,20,1EZZ1S0551,森马郑州德化步行街粤海店,21,36,8394,1.7,400,233,工作日,1
43129,21,1EZZ1S0551,森马郑州德化步行街粤海店,18,40,10535,2.2,585,263,工作日,1
43129,22,1EZZ1S0551,森马郑州德化步行街粤海店,4,6,866,1.5,217,144,工作日,1
43130,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,5,1360,1.7,453,272,工作日,2
43130,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,2185,2,728,364,工作日,2
43130,12,1EZZ1S0551,森马郑州德化步行街粤海店,13,22,5010,1.7,385,228,工作日,2
43130,13,1EZZ1S0551,森马郑州德化步行街粤海店,14,35,8975,2.5,641,256,工作日,2
43130,14,1EZZ1S0551,森马郑州德化步行街粤海店,19,42,8694,2.2,458,207,工作日,2
43130,15,1EZZ1S0551,森马郑州德化步行街粤海店,26,54,11715,2.1,451,217,工作日,2
43130,16,1EZZ1S0551,森马郑州德化步行街粤海店,24,49,12260,2,511,250,工作日,2
43130,17,1EZZ1S0551,森马郑州德化步行街粤海店,28,65,14500,2.3,518,223,工作日,2
43130,18,1EZZ1S0551,森马郑州德化步行街粤海店,14,30,6683,2.1,477,223,工作日,2
43130,19,1EZZ1S0551,森马郑州德化步行街粤海店,17,28,6484,1.7,381,232,工作日,2
43130,20,1EZZ1S0551,森马郑州德化步行街粤海店,5,10,2286,2,457,229,工作日,2
43131,10,1EZZ1S0551,森马郑州德化步行街粤海店,4,9,1924,2.3,481,214,工作日,3
43131,11,1EZZ1S0551,森马郑州德化步行街粤海店,5,13,2725,2.6,545,210,工作日,3
43131,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,5985,2.5,544,222,工作日,3
43131,13,1EZZ1S0551,森马郑州德化步行街粤海店,45,88,19331,2,430,220,工作日,3
43131,14,1EZZ1S0551,森马郑州德化步行街粤海店,13,24,6012,1.9,462,251,工作日,3
43131,15,1EZZ1S0551,森马郑州德化步行街粤海店,25,50,10599,2,424,212,工作日,3
43131,16,1EZZ1S0551,森马郑州德化步行街粤海店,30,67,12749,2.2,425,190,工作日,3
43131,17,1EZZ1S0551,森马郑州德化步行街粤海店,21,43,8805,2.1,419,205,工作日,3
43131,18,1EZZ1S0551,森马郑州德化步行街粤海店,19,45,11866,2.4,625,264,工作日,3
43131,19,1EZZ1S0551,森马郑州德化步行街粤海店,20,47,10757,2.4,538,229,工作日,3
43131,20,1EZZ1S0551,森马郑州德化步行街粤海店,11,24,4926,2.2,448,205,工作日,3
43131,21,1EZZ1S0551,森马郑州德化步行街粤海店,15,37,8849,2.5,590,239,工作日,3
43131,22,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1397,2,699,349,工作日,3
43132,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,100,1,100,100,工作日,4
43132,10,1EZZ1S0551,森马郑州德化步行街粤海店,4,8,1747,2,437,218,工作日,4
43132,11,1EZZ1S0551,森马郑州德化步行街粤海店,10,19,3193,1.9,319,168,工作日,4
43132,12,1EZZ1S0551,森马郑州德化步行街粤海店,17,41,8323,2.4,490,203,工作日,4
43132,13,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,6305,2.5,573,234,工作日,4
43132,14,1EZZ1S0551,森马郑州德化步行街粤海店,16,33,6164,2.1,385,187,工作日,4
43132,15,1EZZ1S0551,森马郑州德化步行街粤海店,25,61,13204,2.4,528,216,工作日,4
43132,16,1EZZ1S0551,森马郑州德化步行街粤海店,26,57,11002,2.2,423,193,工作日,4
43132,17,1EZZ1S0551,森马郑州德化步行街粤海店,29,67,14503,2.3,500,216,工作日,4
43132,18,1EZZ1S0551,森马郑州德化步行街粤海店,17,38,8536,2.2,502,225,工作日,4
43132,19,1EZZ1S0551,森马郑州德化步行街粤海店,20,46,9239,2.3,462,201,工作日,4
43132,20,1EZZ1S0551,森马郑州德化步行街粤海店,14,28,6767,2,483,242,工作日,4
43132,21,1EZZ1S0551,森马郑州德化步行街粤海店,8,15,2939,1.9,367,196,工作日,4
43132,22,1EZZ1S0551,森马郑州德化步行街粤海店,3,4,1361,1.3,454,340,工作日,4
43133,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,1087,2.5,544,217,工作日,5
43133,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,9,1583,1.8,317,176,工作日,5
43133,11,1EZZ1S0551,森马郑州德化步行街粤海店,10,21,4397,2.1,440,209,工作日,5
43133,12,1EZZ1S0551,森马郑州德化步行街粤海店,12,23,4284,1.9,357,186,工作日,5
43133,13,1EZZ1S0551,森马郑州德化步行街粤海店,18,43,8470,2.4,471,197,工作日,5
43133,14,1EZZ1S0551,森马郑州德化步行街粤海店,27,57,11388,2.1,422,200,工作日,5
43133,15,1EZZ1S0551,森马郑州德化步行街粤海店,26,54,10559,2.1,406,196,工作日,5
43133,16,1EZZ1S0551,森马郑州德化步行街粤海店,29,66,13770,2.3,475,209,工作日,5
43133,17,1EZZ1S0551,森马郑州德化步行街粤海店,26,57,12370,2.2,476,217,工作日,5
43133,18,1EZZ1S0551,森马郑州德化步行街粤海店,26,53,13700,2,527,258,工作日,5
43133,19,1EZZ1S0551,森马郑州德化步行街粤海店,15,37,8181,2.5,545,221,工作日,5
43133,20,1EZZ1S0551,森马郑州德化步行街粤海店,5,13,3256,2.6,651,250,工作日,5
43133,21,1EZZ1S0551,森马郑州德化步行街粤海店,35,78,17487,2.2,500,224,工作日,5
43133,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,16,3027,2.3,432,189,工作日,5
43134,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,405,3,405,135,周末,6
43134,10,1EZZ1S0551,森马郑州德化步行街粤海店,10,25,4716,2.5,472,189,周末,6
43134,11,1EZZ1S0551,森马郑州德化步行街粤海店,20,43,10236,2.2,512,238,周末,6
43134,12,1EZZ1S0551,森马郑州德化步行街粤海店,15,31,6819,2.1,455,220,周末,6
43134,13,1EZZ1S0551,森马郑州德化步行街粤海店,35,81,16154,2.3,462,199,周末,6
43134,14,1EZZ1S0551,森马郑州德化步行街粤海店,39,87,17713,2.2,454,204,周末,6
43134,15,1EZZ1S0551,森马郑州德化步行街粤海店,55,120,24549,2.2,446,205,周末,6
43134,16,1EZZ1S0551,森马郑州德化步行街粤海店,56,119,23625,2.1,422,199,周末,6
43134,17,1EZZ1S0551,森马郑州德化步行街粤海店,53,112,24913,2.1,470,222,周末,6
43134,18,1EZZ1S0551,森马郑州德化步行街粤海店,44,92,21322,2.1,485,232,周末,6
43134,19,1EZZ1S0551,森马郑州德化步行街粤海店,22,49,11180,2.2,508,228,周末,6
43134,20,1EZZ1S0551,森马郑州德化步行街粤海店,33,83,16071,2.5,487,194,周末,6
43134,21,1EZZ1S0551,森马郑州德化步行街粤海店,20,44,8074,2.2,404,184,周末,6
43134,22,1EZZ1S0551,森马郑州德化步行街粤海店,16,47,9480,2.9,593,202,周末,6
43134,23,1EZZ1S0551,森马郑州德化步行街粤海店,6,10,1347,1.7,225,135,周末,6
43135,10,1EZZ1S0551,森马郑州德化步行街粤海店,11,26,5245,2.4,477,202,周末,7
43135,11,1EZZ1S0551,森马郑州德化步行街粤海店,20,45,9754,2.3,488,217,周末,7
43135,12,1EZZ1S0551,森马郑州德化步行街粤海店,32,75,15639,2.3,489,209,周末,7
43135,13,1EZZ1S0551,森马郑州德化步行街粤海店,45,109,22469,2.4,499,206,周末,7
43135,14,1EZZ1S0551,森马郑州德化步行街粤海店,61,135,26831,2.2,440,199,周末,7
43135,15,1EZZ1S0551,森马郑州德化步行街粤海店,59,124,28318,2.1,480,228,周末,7
43135,16,1EZZ1S0551,森马郑州德化步行街粤海店,89,184,39131,2.1,440,213,周末,7
43135,17,1EZZ1S0551,森马郑州德化步行街粤海店,58,118,25067,2,432,212,周末,7
43135,18,1EZZ1S0551,森马郑州德化步行街粤海店,63,137,25378,2.2,403,185,周末,7
43135,19,1EZZ1S0551,森马郑州德化步行街粤海店,44,91,18659,2.1,424,205,周末,7
43135,20,1EZZ1S0551,森马郑州德化步行街粤海店,32,63,11758,2,367,187,周末,7
43135,21,1EZZ1S0551,森马郑州德化步行街粤海店,25,48,9899,1.9,396,206,周末,7
43135,22,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,3478,2.1,386,183,周末,7
43135,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,573,3,573,191,周末,7
43136,9,1EZZ1S0551,森马郑州德化步行街粤海店,3,4,534,1.3,178,134,工作日,1
43136,10,1EZZ1S0551,森马郑州德化步行街粤海店,14,30,4555,2.1,325,152,工作日,1
43136,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,10,2275,1.7,379,228,工作日,1
43136,12,1EZZ1S0551,森马郑州德化步行街粤海店,18,41,7549,2.3,419,184,工作日,1
43136,13,1EZZ1S0551,森马郑州德化步行街粤海店,23,50,9134,2.2,397,183,工作日,1
43136,14,1EZZ1S0551,森马郑州德化步行街粤海店,25,56,10300,2.2,412,184,工作日,1
43136,15,1EZZ1S0551,森马郑州德化步行街粤海店,33,71,13159,2.2,399,185,工作日,1
43136,16,1EZZ1S0551,森马郑州德化步行街粤海店,27,51,11020,1.9,408,216,工作日,1
43136,17,1EZZ1S0551,森马郑州德化步行街粤海店,39,85,17266,2.2,443,203,工作日,1
43136,18,1EZZ1S0551,森马郑州德化步行街粤海店,25,50,10579,2,423,212,工作日,1
43136,19,1EZZ1S0551,森马郑州德化步行街粤海店,18,37,6612,2.1,367,179,工作日,1
43136,20,1EZZ1S0551,森马郑州德化步行街粤海店,20,41,8322,2.1,416,203,工作日,1
43136,21,1EZZ1S0551,森马郑州德化步行街粤海店,21,43,8709,2.1,415,203,工作日,1
43136,22,1EZZ1S0551,森马郑州德化步行街粤海店,5,10,1978,2,396,198,工作日,1
43136,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,406,2,406,203,工作日,1
43137,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1269,2,635,317,工作日,2
43137,10,1EZZ1S0551,森马郑州德化步行街粤海店,12,24,4869,2,406,203,工作日,2
43137,11,1EZZ1S0551,森马郑州德化步行街粤海店,18,46,8359,2.6,464,182,工作日,2
43137,12,1EZZ1S0551,森马郑州德化步行街粤海店,14,33,6201,2.4,443,188,工作日,2
43137,13,1EZZ1S0551,森马郑州德化步行街粤海店,14,34,7178,2.4,513,211,工作日,2
43137,14,1EZZ1S0551,森马郑州德化步行街粤海店,31,79,14928,2.6,482,189,工作日,2
43137,15,1EZZ1S0551,森马郑州德化步行街粤海店,30,66,12621,2.2,421,191,工作日,2
43137,16,1EZZ1S0551,森马郑州德化步行街粤海店,12,26,4191,2.2,349,161,工作日,2
43137,17,1EZZ1S0551,森马郑州德化步行街粤海店,48,103,20162,2.2,420,196,工作日,2
43137,18,1EZZ1S0551,森马郑州德化步行街粤海店,43,90,17327,2.1,403,193,工作日,2
43137,19,1EZZ1S0551,森马郑州德化步行街粤海店,20,43,8848,2.2,442,206,工作日,2
43137,20,1EZZ1S0551,森马郑州德化步行街粤海店,21,46,10274,2.2,489,223,工作日,2
43137,21,1EZZ1S0551,森马郑州德化步行街粤海店,13,28,5534,2.2,426,198,工作日,2
43137,22,1EZZ1S0551,森马郑州德化步行街粤海店,17,34,6585,2,387,194,工作日,2
